"","IGF2R"
"HADH",0.54099622099146
"GSE1",0.540782025545838
"RIOK3",0.540758007868384
"BCOR",0.540702843036342
"IBTK",0.540655501214505
"NOP10",0.540515890510246
"FKBP15",0.540509380479977
"CCDC50",0.540445778061487
"TBC1D8",0.540399678955561
"VEGFD",0.540365219016478
"CHIC2",0.540351641293536
"IPO4",0.540271052166933
"USP15",0.540246452364743
"KRR1",0.54023347674412
"NFKB1",0.540144595561511
"ACSL1",0.539939493932789
"ETS2",0.539891460884668
"CD63",0.539878498148958
"NOTCH3",0.5398693538026
"DYSF",0.539841929672671
"IL10RB",0.53961621934531
"ALDH1B1",0.539549856076513
"INTS3",0.539420582300375
"SERTAD1",0.539235706336357
"FAM114A1",0.539198737404924
"CXCL2",0.539039808927637
"JMJD6",0.538956682059362
"FHL2",0.538908646704455
"DNAAF5",0.53886806956856
"SLC35E1",0.538836704750273
"DPH6",0.538801600908464
"PSMB8",0.538631518215118
"VAPA",0.538382097150491
"SLC35C1",0.538356240123022
"AAMDC",0.538210304200418
"RPIA",0.53810118737938
"ZNF799",0.538055252990384
"PUS7",0.53798655486874
"BRF2",0.537981070144821
"OXSR1",0.537831478270312
"CIDEC",0.537799629052375
"SLC40A1",0.537778006767326
"C6orf47",0.537764675794516
"UBA52",0.537717062880568
"SAR1A",0.537541438065046
"TMEM102",0.537446597270624
"DDTL",0.537246813952892
"MRPL11",0.537136680898517
"TUT7",0.537025920813731
"TGFB1I1",0.537011250185619
"RPL35A",0.536900520668065
"TRIP11",0.536744746138774
"CFLAR",0.536625213612412
"MRM3",0.536549040487266
"STAT5B",0.536543780850911
"TDRD10",0.53643183817369
"RPL27A",0.536372169824681
"ADGRE5",0.536337015323683
"TEAD3",0.536324137929828
